t,x,y,z,value
0,28,36,66,11.079973547046563
7,35,43,11,22.511823784058805
6,90,76,19,15.051577740562559
0,0,73,94,16.480263457513885
4,93,18,71,13.857018250329432
8,44,68,83,23.617998159318848
8,95,5,75,28.123831493205195
3,42,23,25,25.88369975813221
8,1,54,33,13.295012938571569
8,16,36,67,16.634668811892656
5,34,78,30,21.163434723475596
1,12,59,57,20.63932692322571
3,43,10,25,20.502503002528044
6,70,67,89,18.841030454403256
7,40,83,79,15.602149373519717
9,56,65,23,25.743202905035165
7,2,16,17,15.601152790730936
6,90,74,91,25.81710974351389
6,24,6,87,21.685673965372537
7,83,30,25,20.513053058822926
8,94,56,36,25.00782388948271
9,15,46,29,27.880174412420082
5,90,74,6,23.74988140380443
2,20,45,7,16.328030919401765
5,13,0,98,19.83463814461074
8,98,53,67,19.44394405563543
5,4,31,44,17.14939704355148
9,96,11,58,20.2464282465117
8,71,13,13,19.016144139283675
8,97,35,20,24.345297596302828
3,17,54,88,15.097138754614164
8,70,6,73,13.166782341763389
8,29,77,78,21.231750228714834
4,30,8,56,21.910476144907832
5,99,57,53,26.09040594312721
6,11,51,87,17.80167984718912
0,88,26,71,26.21308208197958
0,89,99,27,22.192931665173415
4,15,24,13,21.861644236544382
6,85,80,53,17.31686222929265
2,37,65,57,15.408014063979655
8,45,36,31,22.866085413766598
5,40,83,8,15.460107680190948
0,76,99,42,27.0113837539716
8,5,55,32,13.675004867575424
4,59,27,7,15.102756692480327
1,48,64,36,20.508697625857984
5,43,34,14,19.630724657128713
4,19,44,49,22.73114666374461
0,77,63,70,25.03894668624644
5,81,63,32,30.756438572002352
6,54,70,45,28.15175612425335
7,88,96,43,16.410497143265587
2,83,36,23,18.427206310030094
9,62,80,35,17.28592556220178
8,17,64,10,20.858154691338342
5,22,0,2,14.14801458098668
4,66,60,87,14.199156910971212
9,52,53,87,20.243926393174764
4,39,94,84,19.078629717915465
3,42,51,39,21.80370059648532
4,4,44,2,22.777032773376117
7,92,8,4,11.132270882263274
5,6,52,25,20.56275367460132
7,93,82,99,19.644820910306724
3,19,86,91,24.03577850161299
5,54,42,12,20.48727449251552
3,14,33,39,16.427269459817104
1,25,69,75,17.153338898778106
4,3,78,76,18.969921263014985
3,24,25,88,19.81349179401846
8,9,47,73,18.365174617284584
2,19,94,36,18.33217223401799
9,13,19,30,20.244738813011015
9,44,33,81,19.152397972535375
1,42,78,99,18.179066977115784
6,72,67,94,31.198639379617436
7,27,89,10,24.54376590623201
9,3,35,15,19.672142029571035
9,5,46,2,20.54350899566826
2,71,11,72,21.145964467816285
5,21,8,22,15.815642607177569
4,31,2,55,17.18484024801414
5,75,15,83,12.486194765016094
5,36,87,66,15.465462104104251
6,31,86,37,22.206951977857663
3,99,57,50,11.173452864414186
2,56,54,95,20.70359346601714
4,18,59,21,19.03998360240594
9,46,99,35,15.407787361887728
5,75,14,1,24.998466012365437
7,58,77,34,20.980428423543746
0,39,31,74,18.03319827313676
0,65,32,54,24.954182761205598
3,86,72,81,23.064615201957157
0,24,57,30,17.792893084241165
0,80,38,82,11.628620616750977
5,54,50,89,18.507309527871367
4,19,48,90,14.164109636766849
4,38,27,63,22.023007601799097
6,1,21,92,25.655889830397076
8,69,73,98,27.952880995093384
0,98,6,35,17.928869364762374
7,17,11,75,24.36555266105006
2,99,51,82,17.438131188142428
6,59,12,48,20.227034822285876
8,24,80,93,25.579674885376807
9,67,18,83,20.5551664105149
8,24,3,14,22.76695806676289
6,50,15,87,25.6109661116317
3,77,14,47,18.568867305482016
3,5,95,40,23.623931078580608
8,80,89,45,32.66616826451248
1,5,47,4,20.791301377681528
2,43,77,86,19.71780518972866
2,23,99,48,24.07798892197318
7,73,78,35,18.90549618330016
9,42,95,68,23.860393519413318
5,95,89,17,23.069985347689844
8,67,32,40,18.0994043471945
4,80,80,15,19.641682224266614
8,60,85,67,24.663412083451295
6,44,30,93,17.349674510643638
7,21,17,27,11.5587896753167
0,86,58,58,10.439062383011745
8,84,28,60,21.323749478789555
1,32,97,1,15.779544485443822
3,99,38,25,13.406852347701264
2,6,29,52,12.267786517215233
8,62,79,85,18.999557946393907
6,0,57,78,19.563873613520446
1,32,5,30,22.652602515952175
7,79,76,67,21.25830081593905
2,92,90,21,29.07488214116298
6,25,61,46,25.08884906223191
5,2,16,98,20.025161029937465
7,40,58,62,25.4959707048744
8,77,68,7,21.908210503318852
0,69,41,58,13.533848247556381
6,1,3,30,23.185250989861622
1,2,60,9,26.122059628248273
9,18,67,63,18.023597821578676
8,51,21,94,21.93845300089083
9,71,34,86,19.583616968079284
3,12,23,13,24.095898462302845
6,47,58,75,22.021160786807304
5,12,10,28,27.858038058842798
0,7,82,78,13.370096792806464
5,57,65,13,29.64254151455271
5,83,66,96,20.39863932031849
6,73,37,51,19.1002850848563
2,11,97,72,16.66560285923055
0,36,89,71,21.932987225783343
0,12,62,0,24.08862310080646
7,21,11,23,23.089919614655273
7,20,31,42,19.43906325303305
1,46,2,8,11.1616335150888
9,38,77,89,19.597836907381353
6,40,25,66,17.604023275975027
1,91,43,30,19.782327880061555
4,49,35,29,14.487275148321567
9,81,52,81,20.09989377924062
4,93,67,19,14.019386319478405
0,68,85,99,18.72247663494069
6,63,26,26,20.26414766006722
9,98,73,24,21.85309901735306
3,9,90,52,23.39805549774455
8,46,42,90,19.086117379885142
0,12,72,65,5.21085462991044
0,83,39,63,18.6832317493735
9,3,98,23,15.91038781439479
3,38,54,54,16.995622593758437
5,60,96,54,22.343503861571527
2,88,2,61,25.59934121761764
7,77,80,40,28.699102057847703
3,2,58,77,21.37156036688281
5,48,88,0,21.19650944102954
9,97,37,29,30.50791017418101
8,40,33,86,16.672428670907646
9,3,73,45,22.077780056237565
5,89,40,48,27.476146538995522
0,45,75,27,18.207651092665305
1,2,81,61,19.51813170206146
2,57,15,70,15.63115250600444
6,96,47,51,16.595553158610024
9,7,61,19,26.74031783148001
1,64,39,74,26.718082618280768
1,62,11,27,15.08465352678047
8,82,8,70,21.293937810659994
5,53,99,60,16.803027260010147
6,76,31,2,11.974864287394148
3,89,80,6,20.997632240612525
9,88,24,78,16.114591899926616
6,25,36,85,26.8859114934948
6,10,38,14,21.90765526988529
8,53,98,62,22.610098253125702
2,32,70,51,27.24448809943388
6,95,90,47,17.18045739583411
5,59,77,77,26.465864750458536
5,51,76,92,5.259717057752644
7,29,46,71,21.054951875233247
2,14,32,47,25.57103650582171
7,59,17,15,23.85586919794806
8,98,59,46,28.82509578061942
3,90,13,30,13.720795003424232
2,25,65,67,16.060788479289958
6,67,16,47,23.980775820057325
2,38,60,98,20.00421471336962
9,6,11,72,4.1725039601159
0,84,65,97,15.903169524885637
6,12,85,12,24.578911100284333
4,48,92,71,11.859297677176745
3,97,29,40,32.648632676966166
5,35,53,52,14.88292459566199
9,7,50,46,22.487421671438554
1,95,37,44,22.057248561151233
8,84,11,15,18.38832489058855
4,69,83,23,16.873673079589807
8,98,86,65,20.05992731379508
7,15,86,44,11.615083710703773
1,16,2,30,21.98058550153558
2,35,36,26,17.77969177973135
2,70,13,89,12.078963944786166
0,87,99,8,26.019532758544223
7,80,33,82,21.007510167659824
5,27,60,43,25.31500973671786
2,95,81,32,17.737762922094554
7,58,90,2,10.224952445714298
0,84,31,4,25.462742447290108
0,43,18,47,17.82308026621967
6,74,28,10,18.073157580564107
7,36,54,83,16.05825147141599
7,77,8,86,29.07599089302083
5,54,34,90,19.305026874583177
6,77,36,67,20.296256017772944
1,74,40,30,34.002786670750396
3,9,69,71,20.174675107747635
1,8,39,20,19.893995938820463
5,33,82,14,17.07009257344795
6,42,81,75,9.30479549109194
0,85,78,96,19.75683648314912
1,94,99,90,28.841850694660195
5,73,75,34,18.199482645625654
5,20,20,84,29.213100599790064
8,95,3,55,19.389666891867776
7,86,97,71,20.47032440257365
0,84,70,70,16.46279339111083
0,0,7,83,23.620903617090118
3,65,42,66,26.671298074214967
0,41,91,23,22.804329086019152
1,53,24,10,22.728200485733364
2,82,34,68,20.133152160277817
3,10,90,41,22.229991345082958
7,11,31,67,15.489097951795348
0,43,64,56,23.924546683084476
5,93,99,43,20.552706735069858
8,96,82,7,16.87875051804978
7,78,53,45,12.02636406051835
4,4,6,60,21.679905463964293
3,94,99,42,22.733923153900015
4,96,15,24,20.3668102759531
5,7,18,42,18.034487879732367
6,9,91,45,18.61832082476867
9,2,80,25,23.21865764069475
8,76,92,60,14.272165163405965
7,29,68,98,14.921759889390426
2,12,36,83,23.98277072290504
6,6,97,30,18.66968853544748
2,31,60,26,19.722225675273044
4,81,84,37,27.222930691818352
0,30,5,0,25.197162481655205
2,61,0,31,17.228027130240747
2,35,57,72,18.37847779345468
6,13,72,45,24.854817529107365
0,85,12,30,18.878705833304107
2,20,68,12,17.27992279825268
0,18,48,54,26.52496577345385
1,80,20,65,15.448885090343133
5,87,3,53,24.494241878181118
2,43,94,88,9.23407398012301
1,37,76,61,18.064427691835924
7,38,39,48,20.53453875955644
0,7,38,52,22.502814774902316
1,66,58,48,10.963651404948024
9,87,93,99,14.719600708492589
9,49,43,44,23.221330668099323
1,76,7,88,19.4457476878169
8,51,99,97,14.25670997440546
0,44,92,95,19.62401708295983
4,88,16,88,26.596839011515897
9,65,3,18,21.86523472347647
4,16,91,59,13.540345834429337
6,67,90,36,27.03273766204954
9,25,55,13,22.963447360817206
7,39,64,87,22.60654049371645
0,82,82,82,21.82946366597899
5,54,59,82,20.4332121398564
1,24,59,82,21.199739421715734
0,40,20,3,20.071939620198734
8,26,54,83,15.124156503720908
8,47,91,58,20.767475687382447
8,84,28,68,12.420610381362096
4,70,5,97,26.626574491840984
4,62,39,90,30.269220976069718
3,41,84,56,20.758306932666237
8,1,25,84,25.13980555002521
1,40,98,18,16.713357363071065
9,68,71,56,25.950128571834085
1,77,35,74,21.01029086125084
3,8,13,39,7.2213201973826315
5,29,66,31,10.153404482343548
0,14,39,47,18.061564435875265
5,34,86,58,14.967976769708788
0,45,80,1,26.671531808287796
5,42,55,67,20.605537803110934
1,22,67,27,21.503362196140397
6,22,1,71,9.484574830225762
5,6,57,55,24.4294116101821
8,87,24,10,16.007757171784956
5,16,4,45,17.826458829251674
5,40,61,39,14.203461437462423
3,53,46,39,18.992546444633366
3,32,15,19,23.47888203799079
6,17,68,5,11.608838420166917
2,6,7,12,22.393035207943974
2,58,69,8,17.87669993502354
3,22,98,36,21.592895794200803
5,90,67,15,19.902999060163065
5,60,0,82,25.483975000592473
4,0,88,12,23.193243208466296
7,4,2,11,20.47046727773666
1,44,53,33,10.222122319427573
4,97,8,48,19.953923934010778
6,85,47,15,17.767898150755094
0,99,70,17,27.577625882063874
1,37,40,20,30.692138870693555
1,14,0,29,22.518041087462315
8,77,30,97,16.11480964212893
0,5,64,35,11.423162234858259
5,85,55,30,19.812120039424677
3,41,87,38,14.22338711541261
5,2,5,48,18.50833358157037
6,26,90,29,19.983388182304907
7,31,56,74,17.924145251589792
5,16,10,10,18.450094248483655
6,55,85,36,14.199268338512704
6,10,24,42,20.619085782030556
2,68,34,58,18.73094463968439
4,48,17,66,23.418909206453613
9,29,88,11,29.440320890614377
1,87,58,95,15.928269107512454
1,68,32,20,5.710444789188397
2,98,84,44,18.35343957970275
5,25,42,67,19.35061715163963
5,33,16,9,23.5608511034243
7,96,68,49,20.481643734763267
4,39,43,73,19.07909664989421
2,10,13,61,17.66320568383256
2,65,37,37,29.668133622156518
6,65,34,60,18.396846706658863
8,38,57,16,24.399792176799387
9,79,0,89,27.589676245507462
4,90,63,48,18.477548971808332
7,20,9,70,19.893718246607115
8,79,57,55,15.648193502289015
6,66,25,15,25.585248165149153
2,59,51,79,24.42036750574824
1,97,97,55,21.717054743450966
9,65,59,50,20.886961228288026
6,4,64,80,29.68337970693915
1,71,11,91,26.95787437342844
4,60,15,29,14.378768429189996
7,66,12,38,20.46554830416743
4,66,6,81,24.75979895398949
0,35,55,23,22.93989524300887
2,23,51,34,24.0218573621952
2,54,19,90,22.61256936649071
4,52,1,34,24.72298388210279
8,29,56,78,25.526463723641633
3,65,36,12,26.06084256690773
3,28,74,33,18.110586466233137
8,47,59,80,25.912420106486287
9,67,80,68,18.266126182054144
0,76,11,78,15.496695559454908
9,42,12,47,10.09870055590371
2,36,49,43,21.350574736110566
8,84,8,82,14.267304924360147
1,54,68,85,17.57976123657769
3,22,4,59,23.133850923909907
4,68,56,54,24.091762996321485
8,26,47,31,11.139888998416598
9,8,31,80,24.2580945792324
4,86,14,38,18.52149668145922
5,93,51,0,24.14063471854044
1,35,82,23,26.010160115905798
0,44,96,64,17.337783015916838
8,97,23,86,22.92785816458021
9,6,77,55,19.069198237459567
8,13,44,60,14.685001139526387
2,70,12,28,18.677859702804454
1,85,27,4,24.61014448085053
5,42,50,66,24.00154449622905
8,55,19,24,23.85136604691134
9,92,60,96,18.526719883713934
5,53,94,70,11.22600924643804
4,17,85,82,23.796756293232537
7,53,7,71,18.50447114711377
9,36,20,93,20.15251879023339
2,18,73,6,20.318650974583857
5,83,8,53,21.344063584313183
2,77,25,55,19.790635605299876
8,4,82,94,21.534444042373963
8,40,10,20,19.097368133975426
2,46,67,74,14.831200669563556
6,62,16,9,17.734032758039035
2,44,18,49,25.372686770204993
1,64,38,74,30.20735195735523
0,52,36,57,25.867211596374382
3,86,65,86,13.387927740596766
3,0,39,88,15.38870413085225
8,92,68,78,16.94220464105787
7,21,94,2,18.420586482356377
4,53,11,44,14.360487398163613
2,66,46,41,22.979661552338808
3,20,41,94,17.27056473511592
1,73,63,91,18.229779759469412
3,52,11,29,24.598255828127026
4,67,25,42,18.72456034600341
8,99,18,12,12.578021573052705
8,93,15,64,24.636898213995053
4,29,23,57,22.426529384129765
2,54,17,69,16.803384761015053
9,23,93,77,17.00172578021309
9,45,35,10,20.92855486803534
3,74,27,21,10.116700722201895
8,67,44,38,27.110092899202087
7,89,19,61,29.372869002163576
3,57,26,59,15.83900334506568
2,19,98,41,11.154002960832086
0,94,32,54,11.87381635980392
7,71,69,11,24.644629940429446
4,83,90,97,23.694047337483696
0,95,43,32,26.986773424714844
1,69,48,56,17.892867566995655
1,56,95,84,23.941579849092935
8,35,44,98,15.77320716535858
2,88,86,17,14.973189750022325
6,42,6,0,14.80983274033899
8,68,93,71,13.65039409438912
4,95,88,65,21.042689689736243
3,66,63,21,21.45873863735708
2,67,78,54,28.24455874448024
4,13,25,62,22.031491357942933
8,93,43,67,21.607366869239407
1,22,81,63,15.942079248787918
8,0,59,88,22.240459112388006
5,23,82,22,12.16422751398417
8,40,73,38,14.553633616667037
0,37,65,3,11.51912356923227
9,78,85,68,26.191366026825342
1,12,97,81,19.430681109734028
3,63,22,61,21.167873733096563
8,19,40,84,24.244476460609967
5,1,53,13,21.93167761983607
2,81,38,89,18.174627446883967
8,95,52,64,11.074639055975693
0,26,88,37,19.003837975512553
5,92,10,74,21.552449414960424
6,5,34,81,26.22250273538669
9,75,59,66,23.7581404826172
1,16,96,15,14.344328012094115
1,36,80,99,23.28099471315861
0,24,90,4,22.989801552318117
1,0,18,43,13.852475995709433
8,15,67,95,19.15082745955501
5,13,76,72,17.677994794712554
3,33,90,67,18.043582001342074
2,1,76,11,23.522234432728396
8,29,14,72,25.03813017466725
4,7,35,12,15.848427904864383
7,78,68,40,17.40082892838545
4,91,84,23,14.773327413370106
2,41,75,53,12.161100466425932
1,46,62,66,22.971876204861395
0,75,26,22,19.471246861004683
0,48,70,41,9.39352257886634
1,71,15,91,22.928072233500853
6,86,7,94,13.243233307348898
4,33,0,87,25.348421915296836
6,43,4,75,14.571884027098257
3,24,36,40,21.972539243899988
2,33,84,91,18.253099053382705
8,96,59,95,14.815070834432053
8,87,31,98,18.51803151087864
4,65,63,86,22.31728795148909
8,50,42,63,18.462962074455852
5,10,20,2,14.244448655559541
7,99,87,34,20.952386680141103
3,76,72,76,19.338898430896784
0,58,6,53,16.318553842613767
7,2,28,41,22.253743542947117
4,79,42,53,17.000047019002952
6,61,87,60,16.717576233923463
3,62,2,40,22.56762767613515
6,87,62,80,24.866258807093097
9,6,84,46,26.083460581870632
7,5,95,62,21.970128792177025
8,73,63,20,18.41037418359518
3,55,40,3,18.961449917079815
5,81,88,9,23.57138249233024
1,6,20,48,15.151706801912415
9,73,29,9,23.7523215290973
8,82,66,6,18.989761930657757
5,57,55,83,23.483477088179576
3,77,74,83,23.76525485171543
5,34,87,58,19.722070488325866
6,14,65,21,23.800474136686088
9,96,84,94,19.468754005824387
9,32,25,61,17.931282195097886
3,93,80,21,29.069477438122316
7,27,16,95,28.942636167344315
9,44,33,42,16.142464749350083
9,49,72,66,19.298231948094276
6,74,46,36,27.873417981415166
0,53,8,79,21.821364673717127
0,86,84,7,18.214273404114078
6,27,35,92,15.520084454512705
1,90,81,17,21.66942984884927
0,71,41,85,22.38442738040065
9,32,17,13,22.52547502505068
8,19,99,69,19.069814956349596
3,31,71,60,20.855628187055597
9,5,31,20,19.168300338765953
5,93,63,25,16.10903960549282
0,80,80,95,19.413668716615053
6,18,14,27,19.767883827310147
1,16,57,24,22.61553679065317
3,79,71,82,14.240532751691319
8,95,53,85,12.175663437767579
9,73,82,2,18.164455002266045
6,67,53,94,18.982020766040264
3,46,80,75,19.16475604187471
9,35,69,50,29.7665637536362
0,30,68,8,25.983527348573208
7,25,87,70,15.90889770566663
6,90,89,3,18.24679361035845
5,43,59,41,17.48598020667332
2,85,50,74,31.472364740844696
5,19,43,5,17.40796542439465
2,27,53,18,22.364493638717914
0,31,8,96,20.42544776672004
7,5,1,14,13.77300433522032
7,19,9,31,23.748433744148002
2,82,84,15,22.95713064977629
3,1,29,9,22.15803667163237
9,7,14,92,21.95944988476478
1,47,83,77,10.471930652854137
9,3,34,18,24.835584500880948
5,74,77,86,15.19260145442158
5,79,24,85,28.5587484644866
3,81,2,30,17.466174382342384
5,22,36,17,18.47311481683825
6,28,67,59,19.426542905447803
0,23,92,41,16.624878223733717
0,83,21,36,13.969646311744638
8,98,31,27,21.806654489570303
1,72,73,83,14.083401950554967
9,14,91,96,24.20888508493563
5,70,15,19,15.254114638754068
2,45,1,80,23.27795215348743
6,46,49,32,20.45572087753991
3,74,25,98,26.885183822351145
0,52,56,89,26.23586996257857
9,33,66,36,26.294841409047276
6,12,83,80,12.904660717707552
9,74,77,82,24.558425899861945
8,85,63,8,22.21979735614121
3,9,93,33,29.932706665672765
2,65,38,57,19.9498283297626
6,36,38,81,22.731025775763086
5,36,95,63,18.168933150711467
0,28,16,92,19.776460036956585
9,39,53,3,21.41151920839529
5,83,64,53,23.96129609314218
7,42,33,99,13.855825662786835
9,60,77,68,25.21570866445248
2,41,23,61,12.78913947987077
9,43,30,75,26.413738313948315
9,17,63,75,21.700258388507926
5,77,61,92,27.068229241798818
3,22,28,14,6.23567898605314
6,81,61,58,28.02369275143132
8,16,90,21,19.351774540018422
1,74,32,74,22.452645706569015
4,72,69,90,19.507368414578153
1,60,20,55,23.144363572321502
7,4,70,28,18.0249263874026
5,55,26,42,14.817146054881924
9,43,27,9,21.979975823250566
4,88,0,5,15.950039379940865
9,4,15,83,15.468819638964845
7,73,85,62,15.152431322470662
8,14,8,24,27.19707668116635
7,61,55,0,16.69767728952556
3,40,92,6,28.00165651238
2,71,28,79,17.99892633920114
9,23,58,35,15.702568593291435
9,96,99,43,17.25164370763224
1,18,64,35,14.761316263586632
1,69,99,32,15.020698358734876
2,45,68,60,18.149458622518026
0,37,90,20,6.859139540197264
6,35,36,74,27.141412844571406
9,76,52,81,17.24020947269739
7,19,45,89,25.518824235055312
1,99,16,23,12.275007670060385
0,27,26,92,17.77919339499806
9,60,77,37,12.939599063710173
2,14,13,15,20.195645787246296
8,6,99,53,20.34273550470493
3,59,71,19,27.80888830131589
7,47,63,32,21.757184107401393
8,43,97,99,25.631772021331663
8,25,9,74,21.037254581553043
0,53,26,96,30.365156227385583
2,74,5,27,15.547907131384715
8,57,20,20,29.191263863476454
5,66,6,62,19.825830430609454
3,86,51,89,23.617483703792068
9,8,5,25,19.90524053241875
6,34,24,76,26.05579584862234
0,83,7,73,17.322827188196904
9,55,13,30,20.50164960293606
8,70,86,3,29.403336989766192
0,29,22,62,23.73806666286317
9,69,66,50,21.914508378506024
5,29,87,53,20.192747045361017
9,10,36,17,14.358706530551153
2,40,99,21,24.44531109256554
1,94,57,95,24.902375476624147
7,35,32,32,25.21797761089553
0,12,77,89,20.25341316395745
8,68,36,45,24.60694323477279
2,41,86,65,20.06538200291161
2,42,81,43,17.51541322146561
6,78,69,48,23.297785440917107
8,5,4,61,20.53703549657571
8,88,94,86,21.01480511901422
1,0,41,41,27.381368805044424
7,75,57,50,21.49364974030618
4,42,70,86,25.93571341111409
6,57,41,84,25.387719491400333
1,40,71,14,14.46811777972732
4,61,66,77,23.78846855032989
3,59,66,30,20.078383226336104
2,6,55,48,22.351448337365813
3,34,7,44,16.327016253288125
0,79,32,98,22.780203522927877
6,87,36,24,26.617252102409893
7,96,62,64,17.347755906980904
3,61,67,35,22.48842683222554
6,88,85,40,23.294499073091387
5,72,97,1,17.64807191904642
6,95,46,47,23.21496384947817
6,15,50,94,22.95033861193156
6,58,74,61,18.79580183155739
7,23,55,28,17.57499706211071
6,78,43,23,24.055435834831705
2,40,86,55,16.464455071092473
9,41,19,16,15.54674634400649
0,61,17,77,23.76888824522569
6,27,74,50,17.04613837911415
2,17,66,90,19.082918412557426
1,0,47,93,22.19105331255188
5,78,23,71,22.86158738402644
5,70,23,23,26.723881920738766
8,32,42,83,21.44711285456335
6,33,51,55,18.737722058732427
6,75,60,47,16.63108454174796
5,78,37,99,13.201309394702877
6,66,22,42,25.572431005059187
5,87,8,66,19.64663656081145
0,8,61,54,23.912061668334385
6,9,44,30,21.750323360028297
4,67,28,44,19.56558515629147
8,20,98,63,9.412157370481417
3,79,25,40,16.572957234740283
5,0,62,34,20.92340295719417
3,99,73,81,26.03870067114069
6,25,67,66,24.660210055881432
9,33,90,70,24.10503741355075
3,38,28,68,20.55146684921601
1,3,49,86,18.15112079297163
7,57,64,26,16.139380818991615
0,35,15,66,23.04921496766233
4,80,97,40,22.15946543428722
3,58,45,47,18.0779960061954
3,68,93,27,22.77132479612855
6,54,79,31,10.959507728131886
3,31,29,8,21.769674084620117
2,3,17,78,14.7310701073588
3,98,80,44,22.537690683914178
7,3,18,11,15.680537285783121
4,2,77,4,17.07226189728032
6,43,87,29,15.607176906515845
9,12,55,71,20.277384637771796
4,87,73,65,25.019675528572666
6,3,82,11,18.992807983128063
8,7,67,33,21.43046482639761
3,73,83,23,24.064531484684583
3,82,94,17,14.661794745623359
4,41,66,49,26.400765401779637
6,53,74,3,25.908424630755608
5,44,15,76,19.36385605882527
5,88,18,99,20.45821521479611
1,81,46,20,14.616217046124238
0,35,98,68,17.543860689708104
4,67,87,8,16.329150821374192
3,81,95,3,26.84034392464345
0,59,95,50,18.82157219134836
5,55,13,2,16.493183581424823
1,57,19,97,20.04998902513921
9,15,65,4,15.501514628946339
7,31,83,49,8.35263350939373
7,20,23,82,16.944869098951926
7,70,15,3,28.63536143761378
4,97,28,52,29.32732196366485
3,33,84,78,19.58661282317015
1,30,73,99,24.685375877608543
2,33,50,6,20.15665542022405
2,4,1,2,13.581145460094257
7,1,36,28,22.685052653427984
0,44,55,91,28.98415811903784
9,49,96,42,20.07403544282272
5,58,96,79,12.162640343958726
3,87,57,7,26.226425416313887
4,69,64,41,15.592831157551998
6,74,3,48,13.6074750341965
6,0,27,54,17.028497655583706
7,89,67,1,14.670066055403582
5,18,99,56,23.551060987666617
0,95,22,96,25.87015204994982
4,0,29,9,12.129560197061949
7,63,62,68,18.29304633002849
3,20,26,59,24.90062835001241
2,67,39,75,19.12472894478177
0,63,33,63,28.716380411309647
1,75,74,51,22.40185536446972
9,30,42,18,19.409217495117122
7,72,25,48,21.149122748297437
0,19,21,7,24.387161268768015
9,43,40,93,20.428120601382112
0,76,5,3,14.298796167646337
5,44,49,55,17.298914199621308
2,53,71,97,17.702714985477677
6,60,64,95,28.292386909890087
1,63,9,54,17.025861933912623
3,1,86,15,13.218939522641293
7,80,51,47,20.79730284016845
9,85,14,82,19.93618309235149
1,23,17,17,18.69360903247736
9,74,83,9,21.405353981314278
3,5,87,66,18.4137940435723
0,34,52,41,19.142357765143217
0,66,50,22,24.036028649891644
6,50,82,29,27.43135489843568
9,79,55,47,21.276546272367312
3,35,19,25,19.718118504105743
3,51,68,78,19.612831114200937
0,69,83,82,16.699520772035385
8,80,78,65,18.35293309379413
4,77,64,74,12.95169556849741
9,36,95,38,20.59310321846356
8,22,27,63,19.46655121997385
7,71,20,2,26.04914333070606
7,8,26,50,9.94380519429148
2,52,38,31,28.107716859468727
8,39,81,93,22.538371101541237
4,32,38,5,21.828460958396953
2,21,83,4,18.55862690530971
7,67,37,76,16.014258302160087
0,41,54,46,12.119453665539645
6,12,69,75,21.47340962106262
9,60,28,90,12.508902094664446
8,49,61,44,31.10369399873327
7,16,2,42,22.88543492854017
5,69,82,2,14.211472115356578
1,25,70,12,21.570847655587567
6,71,78,9,16.395863310706975
3,17,49,52,14.822068858037099
3,12,90,13,19.84320900848899
9,5,45,93,12.74792858697942
1,74,88,28,22.113124776502996
9,13,84,15,26.02060854360196
6,10,86,4,23.317589903034055
5,59,2,42,16.414104839190838
0,79,12,24,17.720012968725214
8,49,27,99,20.81056495925325
7,66,25,26,22.491105231444614
0,49,19,49,24.199606559022943
0,23,35,40,24.254298073252382
2,89,49,49,19.55891773633109
6,56,5,59,19.690390217988362
3,4,74,22,25.28074034160617
5,91,83,65,15.955889042106225
6,26,84,52,18.136053142631283
1,4,13,57,15.387409293407346
8,30,13,97,14.35722310687068
5,71,64,44,19.69102136923395
1,40,85,82,19.212824607928603
7,67,28,96,14.488712798223732
4,11,20,37,25.187944057317193
5,62,8,43,17.4334781794447
9,90,26,5,17.01127117725598
6,62,83,68,17.331729573363052
6,17,17,12,15.76983672483366
7,31,64,98,17.34010976217793
7,83,75,93,24.000128570723362
2,2,18,54,26.15752058896677
9,28,37,44,25.576644842550547
9,38,92,0,23.384458224787213
7,1,10,23,21.59031865625879
3,86,56,30,21.248446041964197
0,31,71,89,23.907694594086706
5,52,57,12,21.182186588361652
8,16,7,84,22.919044942610768
1,27,1,26,19.654899289918138
7,57,37,63,19.3345332821545
9,23,2,45,23.38895798839315
1,94,25,47,16.605415939669225
6,52,8,81,30.39742615198455
5,53,93,18,9.338965191293308
4,81,38,23,9.007056917460883
9,46,61,86,15.776117298798127
5,4,55,36,22.31476796452364
0,69,32,97,14.400925892733994
0,8,52,2,25.54360811478702
2,23,74,16,21.602019775093993
2,48,82,49,18.639082235894183
7,17,16,82,12.749169817782638
9,77,16,51,28.322654167355754
4,58,47,66,24.347214536585184
0,67,51,4,18.80523261945758
7,43,11,10,26.302289044861702
1,64,84,74,16.200014409910573
7,0,66,83,17.26707960867747
5,79,5,62,16.73372913910228
3,23,72,49,27.61596697992108
7,21,51,46,27.250366592135705
0,34,45,99,18.027626735622047
8,55,26,74,22.564266774179067
1,99,78,31,23.258689636614044
8,41,96,15,17.523660641235587
4,25,32,3,20.805887148441712
7,81,9,33,24.681907545137435
2,90,50,48,16.407240022114735
3,96,35,15,22.162579733767167
9,18,26,89,14.482975049567344
5,82,14,77,18.07112909382781
3,77,99,20,23.31466019271171
8,56,40,6,15.376592639639313
4,46,22,30,24.00193769378316
1,91,77,3,20.970924477069207
9,34,58,63,18.388013517264486
0,11,5,92,17.689988375052433
5,22,0,42,22.878797683304622
4,57,41,8,25.01221137568232
5,0,82,34,22.49375294895045
3,89,84,67,17.039783819649983
3,91,37,99,20.609294155287465
0,64,20,57,30.81168679645681
9,21,82,29,15.397611835592777
5,59,86,4,19.788270768371717
8,17,56,8,27.668822423230402
